index,area,time,profit,distance,shape,profit_lo,profit_up,profit_be,time_be
1.0,98.0,35.948257702237626,5032.756078313267,60.0,Polygon(7 Points),5031.371640039208,5018.845954239719,5031.371640039208,37.50641482304239
2.0,98.0,59.04966824693711,8433.670451255046,72.1,Polygon(7 Points),8431.350470715191,8410.360479433066,8431.350470715191,61.609143084973475
3.0,98.0,0.10375582944923713,15.18189881777721,87.1,Polygon(7 Points),15.177722497393471,15.139937297500603,15.177722497393471,0.1082530678361554
4.0,96.0,45.114548210149884,6413.9353190370075,69.3,Polygon(7 Points),6379.842509066264,6413.933490450485,6413.933490450485,45.0523759313646
5.0,96.0,2.2398154351616184,319.8979065012329,72.1,Polygon(7 Points),318.19751228241137,319.8978152996582,319.8978152996582,2.236728749487326
6.0,98.0,0.015330369448858303,2.179518624544185,69.3,Polygon(7 Points),2.1789190705511263,2.173494614237255,2.1789190705511263,0.015994855736877193
7.0,98.0,1.217638676644989,176.15172855464175,80.0,Polygon(7 Points),176.1032717665006,175.6648596577914,176.1032717665006,1.2704165439423958
8.0,98.0,0.14025698063883787,20.670138760014332,91.6,Polygon(7 Points),20.66445270434539,20.613008195708176,20.66445270434539,0.14633634100548448
9.0,113.0,0.014073298775954668,2.0740289516083594,91.6,Polygon(7 Points),2.0740242236775304,0.0,2.0740242236775304,0.014128222239912327
10.0,113.0,0.17223805394564698,25.953978222223057,105.8,Polygon(7 Points),25.95391905785427,0.0,25.95391905785427,0.17291024251341788
11.0,96.0,0.03585314994711645,5.402591655031155,105.8,Polygon(7 Points),5.373874569266691,5.402590114774542,5.402590114774542,0.03580374078483338
12.0,96.0,1.217638676644989,176.15172855464175,80.0,Polygon(7 Points),175.21540676327493,176.15167833451,176.15167833451,1.2159606509466825
13.0,96.0,430.6766367001577,61510.672842305525,72.1,Polygon(7 Points),61183.71730314362,61510.65530586621,61510.65530586621,430.08312199180904
14.0,96.0,36.33928218067419,4872.1286929035905,34.6,Polygon(7 Points),4846.231244704018,4872.127303879781,4872.127303879781,36.289203080423206
15.0,96.0,422.7412266310281,57210.97933739913,40.0,Polygon(7 Points),56906.87850853656,57210.963026784724,57210.963026784724,422.158647697206
16.0,98.0,397.6487810932571,53314.09757710995,34.6,Polygon(7 Points),53299.431641371324,53166.7417941896,53299.431641371324,414.8846450667489
17.0,98.0,69.96841017404378,9469.05817688726,40.0,Polygon(7 Points),9466.453376186531,9442.886478507571,9466.453376186531,73.00115177301393
18.0,98.0,34.12708694732371,4721.254965249253,52.9,Polygon(7 Points),4719.956216417842,4708.205804644695,4719.956216417842,35.60630644051172
19.0,98.0,5.962506217052852,847.6895088784039,69.3,Polygon(7 Points),847.4563217772713,845.346564761729,847.4563217772713,6.220947713631011
20.0,113.0,17.35545623077427,2348.771743231451,40.0,Polygon(7 Points),2348.766389000341,0.0,2348.766389000341,17.42318887753569
21.0,113.0,144.69382182197933,20017.425623592022,52.9,Polygon(7 Points),20017.379992115344,0.0,20017.379992115344,145.25851429630623
22.0,113.0,16.403780578147213,2332.125484795189,69.3,Polygon(7 Points),2332.1201685106844,0.0,2332.1201685106844,16.467799147332467
23.0,113.0,1.3411890759691458,196.27855063783136,87.2,Polygon(7 Points),196.278103203667,0.0,196.278103203667,1.3464232965344234
24.0,96.0,7.489617586217977,1096.0805683510468,87.2,Polygon(7 Points),1090.2544312494601,1096.0802558629944,1096.0802558629944,7.479296157520599
25.0,96.0,10.563259666681116,1501.778626812054,69.3,Polygon(7 Points),1493.7960309804334,1501.7781986611576,1501.7781986611576,10.548702457290055
26.0,96.0,28.500800635908597,3942.8957626403817,52.9,Polygon(7 Points),3921.9375849719595,3942.894638537051,3942.894638537051,28.46152373315684
27.0,96.0,103.41389584255336,13995.347237358881,40.0,Polygon(7 Points),13920.955979869637,13995.343247343071,13995.343247343071,103.27138133630926
28.0,113.0,1.2377029529447572,167.5024662985238,40.0,Polygon(7 Points),167.5020844619666,0.0,167.5020844619666,1.2425333011529895
29.0,113.0,54.53062801618443,7311.103066889898,34.6,Polygon(7 Points),7311.086400589478,0.0,7311.086400589478,54.743443151435635
30.0,96.0,4.766171829931664,716.0855429683662,103.9,Polygon(7 Points),712.2792419807719,716.0853388153294,716.0853388153294,4.75960357699541
31.0,96.0,0.23078613764118713,33.76939694678398,87.1,Polygon(7 Points),33.58989815615598,33.76938731926809,33.76938731926809,0.23046809167467608
32.0,96.0,10.915646479337036,1559.00901566718,72.1,Polygon(7 Points),1550.722215836807,1559.008571200135,1559.008571200135,10.900603646305136
33.0,96.0,55.17799212311489,7724.918897236084,60.0,Polygon(7 Points),7683.8576487353075,7724.916694893546,7724.916694893546,55.1019514301413
34.0,96.0,123.79425426487457,17126.109782516967,52.9,Polygon(7 Points),17035.077182824156,17126.104899933653,17126.104899933653,123.623653622875
35.0,96.0,76.12991014055261,10532.065535211179,52.9,Polygon(7 Points),10476.08310148977,10532.062532562704,10532.062532562704,76.02499564656036
36.0,98.0,125.49822211429081,17361.842374698037,52.9,Polygon(7 Points),17357.066383428493,17313.85566963634,17357.066383428493,130.93787234867614
37.0,98.0,22.37150569040637,3094.948668896452,52.9,Polygon(7 Points),3094.09729336249,3086.394485201531,3094.09729336249,23.341186090034228
38.0,113.0,0.9342860938873938,129.25225251536173,52.9,Polygon(7 Points),129.25195787352033,0.0,129.25195787352033,0.9379323057259032
39.0,113.0,0.4882704586340959,68.35786420877344,60.0,Polygon(7 Points),68.3577083810289,0.0,68.3577083810289,0.4901760179036965
40.0,113.0,1.506481351600811,215.16068824013325,72.1,Polygon(7 Points),215.16019776248078,0.0,215.16019776248078,1.5123606536418437
41.0,113.0,1.6722277299655228,244.6859355409885,87.1,Polygon(7 Points),244.68537775794633,0.0,244.68537775794633,1.6787538856961668
42.0,113.0,0.34123122232471187,45.750007414481885,34.6,Polygon(7 Points),45.74990312332899,0.0,45.74990312332899,0.342562935737391
43.0,113.0,259.614394909256,33922.94760147612,20.0,Polygon(7 Points),33922.870271142965,0.0,33922.870271142965,260.62758464456175
44.0,113.0,63.03279609197563,8236.285356018148,20.0,Polygon(7 Points),8236.266580683588,0.0,8236.266580683588,63.2787923974206
45.0,113.0,11.701449026947932,1568.8522758729991,34.6,Polygon(7 Points),1568.848699536692,0.0,1568.848699536692,11.747115940165324
46.0,113.0,17.651006878028202,2441.899128196015,52.9,Polygon(7 Points),2441.893561672866,0.0,2441.893561672866,17.719892961917658
47.0,113.0,18.926670691751706,2703.170197098284,72.1,Polygon(7 Points),2703.1640349848276,0.0,2703.1640349848276,19.00053527262403
48.0,252.0,34.44786035448392,5144.213812936264,100.0,Polygon(7 Points),5027.202115437557,5142.6293579704925,5142.6293579704925,32.90689228901251
49.0,252.0,1.6800603377691925,255.31876953078424,111.3,Polygon(7 Points),249.51121881215926,255.24012950784794,255.24012950784794,1.6049056169265539
50.0,252.0,0.0123555703774729,1.916884373595738,124.9,Polygon(7 Points),1.8732823961858691,1.9162939593798831,1.9162939593798831,0.011802864369423492
51.0,264.0,0.033258729102246816,5.159870095352915,124.9,Polygon(7 Points),5.074377418548204,5.063510431544648,5.074377418548204,0.04536415345051738
52.0,264.0,0.03244687340258208,5.080855906110328,131.1,Polygon(7 Points),4.9966723968658595,4.985971818347736,4.9966723968658595,0.04425680065823103
53.0,264.0,0.031305287804673225,4.967105665008153,140.0,Polygon(7 Points),4.884806856816093,4.874345842932129,4.884806856816093,0.04269970375049202
54.0,264.0,0.5837720806651032,94.12351847257014,151.0,Polygon(7 Points),92.56400798184191,92.36577836887326,92.56400798184191,0.7962519002456567
55.0,98.0,141.92472761323924,19028.32131353236,34.6,Polygon(7 Points),19023.086898053516,18975.728597679677,19023.086898053516,148.07637553956087
56.0,98.0,70.60715861398623,9768.029679854233,52.9,Polygon(7 Points),9765.342636425044,9741.031648817843,9765.342636425044,73.66758640677259
57.0,98.0,6.2918227594722165,898.6190992503534,72.1,Polygon(7 Points),898.3719021568636,896.1353899326505,898.3719021568636,6.5645382973633035
58.0,98.0,0.014073298775954668,2.0740289516083594,91.6,Polygon(7 Points),2.0734584162958125,2.0682965060854537,2.0734584162958125,0.014683298038856409
59.0,252.0,0.0339105000723742,5.222217011145629,120.0,Polygon(7 Points),5.103431031518552,5.220608530632076,5.220608530632076,0.03239356993047374
60.0,252.0,0.01205396714414663,1.8875307151019205,131.1,Polygon(7 Points),1.84459642405445,1.8869493420246448,1.8869493420246448,0.011514752857969527
61.0,96.0,8.301139214807842,1223.366556550281,91.6,Polygon(7 Points),1216.863839971079,1223.366207773518,1223.366207773518,8.289699429595
62.0,96.0,3.5997715122569574,514.1313666189128,72.1,Polygon(7 Points),511.3985384704728,514.1312200421792,514.1312200421792,3.5948106735274896
63.0,96.0,16.89755500896993,2337.6640851242632,52.9,Polygon(7 Points),2325.238400507047,2337.6634186658675,2337.6634186658675,16.87426851841452
64.0,96.0,80.04580688344801,10732.008148220153,34.6,Polygon(7 Points),10674.962933979252,10732.005088568862,10732.005088568862,79.93549589910724
65.0,96.0,610.1450102822849,79725.61467688522,20.0,Polygon(7 Points),79301.83892989377,79725.59194744108,79725.59194744108,609.3041705269577
