index,area,time,profit,distance,shape,profit_lo,profit_up,profit_be,time_be
184.0,164.0,4800.0,11000.477219383101,117.8,Polygon(140 Points),10949.70945143977,10978.409432849834,10978.409432849834,41.986219227366284
185.0,277.0,3200.0,28324.784663796738,93.6,Polygon(265 Points),28017.7894204541,28233.712262130433,28233.712262130433,107.91391851789639
186.0,164.0,4800.0,21660.36083292873,113.3,Polygon(128 Points),21560.397154044207,21616.908516309933,21616.908516309933,83.14143343714655
187.0,277.0,3200.0,20632.154166443797,90.4,Polygon(208 Points),20408.53470157613,20565.81580398877,20565.81580398877,78.93245434195255
188.0,277.0,3200.0,9739.812759137114,136.8,Polygon(177 Points),9634.248807862848,9708.496434925528,9708.496434925528,35.1448897933529
189.0,162.0,6400.0,30766.0107670781,155.3,Polygon(50 Points),30604.837327518882,30757.455754036855,30757.455754036855,120.91121863474567
190.0,162.0,6400.0,14205.282863769957,93.5,Polygon(29 Points),14130.86586130582,14201.332843045002,14201.332843045002,60.28752570219554
191.0,141.0,12800.0,41243.83388252907,119.1,Polygon(397 Points),41242.81040585348,41158.26360832038,41242.81040585348,179.24273081418724
192.0,162.0,6400.0,22010.574294973754,151.4,Polygon(291 Points),21895.26782925573,22004.4538800924,22004.4538800924,86.90789802380876
193.0,141.0,12800.0,20539.54823133586,200.3,Polygon(1221 Points),20539.038536999447,20496.93398797323,20539.038536999447,81.02962681459388
194.0,162.0,6400.0,14666.783960918954,87.6,Polygon(365 Points),14589.94929957304,14662.705611957543,14662.705611957543,62.7245885142269
195.0,141.0,12800.0,29526.73942144338,145.5,Polygon(815 Points),29526.006707574197,29465.47908381382,29526.006707574197,124.21729490259354
196.0,162.0,6400.0,25853.830159752142,101.6,Polygon(365 Points),25718.39008712869,25846.641062151633,25846.641062151633,108.58709952730987
197.0,213.0,3200.0,41915.55555973337,57.0,Polygon(59 Points),41465.64625072086,41778.768383963834,41778.768383963834,167.4283531702915
198.0,213.0,3200.0,9249.601267508664,55.3,Polygon(73 Points),9150.318753908778,9219.416129378411,9219.416129378411,37.0322169596212
199.0,213.0,3200.0,11426.37632920769,72.3,Polygon(66 Points),11303.72894901337,11389.08750584652,11389.08750584652,44.71350640320386
200.0,213.0,3200.0,13415.998078794499,62.6,Polygon(191 Points),13271.994680897464,13372.216326105747,13372.216326105747,53.18501782295162
201.0,213.0,3200.0,15350.428607177228,76.5,Polygon(174 Points),15185.661597997094,15300.334036128646,15300.334036128646,59.735546379312105
202.0,213.0,3200.0,5818.124252031094,81.8,Polygon(187 Points),5755.674208675475,5799.137392043576,5799.137392043576,22.483467458971774
203.0,213.0,3200.0,17894.20623177663,75.9,Polygon(123 Points),17702.135057875737,17835.810299755776,17835.810299755776,69.68982269092126
204.0,213.0,3200.0,12072.45379313253,38.8,Polygon(93 Points),11942.871606480767,12033.056561319208,12033.056561319208,49.44344809015182
205.0,213.0,3200.0,11275.341243370925,67.3,Polygon(141 Points),11154.315029595567,11238.545307735036,11238.545307735036,44.41769103095546
206.0,213.0,3200.0,72780.43198604888,98.7,Polygon(253 Points),71999.22812444642,72542.92040807463,72542.92040807463,275.1475948757171
207.0,160.0,1600.0,26448.94230529134,44.3,Polygon(208 Points),25778.631502205833,26104.698820780526,26104.698820780526,91.36616309840242
208.0,213.0,3200.0,22449.762116532464,42.8,Polygon(153 Points),22208.79293870658,22376.499588680665,22376.499588680665,91.43550464784379
209.0,213.0,3200.0,43000.709106907,39.9,Polygon(157 Points),42539.152077231796,42860.380642300595,42860.380642300595,175.84284854770831
210.0,213.0,3200.0,5158.566749990115,61.1,Polygon(160 Points),5103.196203876857,5141.732289195618,5141.732289195618,20.491488556535263
211.0,213.0,3200.0,11757.945363280418,46.3,Polygon(193 Points),11631.739018090468,11719.574497915086,11719.574497915086,47.65809297841132
212.0,213.0,3200.0,21076.405320178674,37.9,Polygon(152 Points),20850.17735236477,21007.624603315388,21007.624603315388,86.42787898347113
213.0,213.0,3200.0,397366.49404360773,0.0,Polygon(267 Points),393101.2783647864,396069.7286843079,396069.7286843079,1720.2976595431248
214.0,213.0,3200.0,23653.209791264373,41.5,Polygon(141 Points),23399.323158223087,23576.019933656004,23576.019933656004,96.51059984984954
215.0,160.0,1600.0,22092.99473824034,54.8,Polygon(250 Points),21533.07922726767,21805.445640655085,21805.445640655085,75.22825787857137
216.0,162.0,6400.0,34278.93656111232,26.1,Polygon(156 Points),34099.3600098391,34269.40471925149,34269.40471925149,159.36722879841335
217.0,162.0,6400.0,4353.335576281078,94.5,Polygon(174 Points),4330.529822434839,4352.125057214763,4352.125057214763,18.451794787371778
218.0,162.0,6400.0,28714.168305529696,51.2,Polygon(183 Points),28563.743822325763,28706.183842214574,28706.183842214574,128.91336681137292
