index,area,time,profit,distance,shape,profit_lo,profit_up,profit_be,time_be
1.0,146.0,0.14506404639549178,13.158517875124403,137.5,Polygon(7 Points),13.154062723296438,13.144289119379613,13.154062723296438,0.15204891208249394
2.0,146.0,150.67697391678064,13548.120109727328,130.7,Polygon(7 Points),13543.533048126232,13533.47006375165,13543.533048126232,157.93210329641545
3.0,146.0,208.18084901209997,18718.58103892296,130.7,Polygon(7 Points),18712.243385904294,18698.339996579176,18712.243385904294,218.20480260423403
4.0,48.0,45.0830449727258,3934.773026811219,108.1,Polygon(7 Points),3934.739124480855,3931.76825278207,3934.739124480855,45.42546122587993
5.0,48.0,193.43818670962315,15797.451914619221,60.0,Polygon(7 Points),15797.31580246483,15785.388252264023,15797.31580246483,194.90739490419185
6.0,18.0,26.161789435679164,2195.453766459803,79.3,Polygon(7 Points),2194.0787537068113,2195.418442931796,2195.418442931796,25.89163265514331
7.0,18.0,94.54649026081972,7934.183885204222,79.3,Polygon(7 Points),7929.214705623489,7934.056228967065,7934.056228967065,93.5701665470835
8.0,18.0,12.900873192841148,1098.7243669236375,90.0,Polygon(7 Points),1098.036235823078,1098.706689110723,1098.706689110723,12.767653774633994
9.0,146.0,0.8095103535053094,75.16708387473552,155.9,Polygon(7 Points),75.14163414139126,75.08580313425611,75.14163414139126,0.8484884547782926
10.0,48.0,0.20467079581480951,18.4029746056886,130.7,Polygon(7 Points),18.402816044134845,18.388921246123132,18.402816044134845,0.2062253182982704
11.0,48.0,3.2009112830559414,277.8017554042867,103.9,Polygon(7 Points),277.7993618413484,277.58961318052866,277.7993618413484,3.2252229516419
12.0,48.0,0.5704239495456611,47.869027139289315,79.3,Polygon(7 Points),47.868614695785894,47.83247214397734,47.868614695785894,0.574756452632597
13.0,48.0,38.57516281400607,3150.304963143829,60.0,Polygon(7 Points),3150.277819855288,3147.899245082671,3150.277819855288,38.86815018261822
14.0,48.0,1434.3742938678351,115785.08362483472,51.9,Polygon(7 Points),115784.08601096229,115696.66479867417,115784.08601096229,1445.2687015464637
15.0,48.0,2709.0705575113593,211759.0152454712,30.0,Polygon(7 Points),211757.1907122532,211597.30630187714,211757.1907122532,2729.646580945322
16.0,48.0,1144.613902774546,89470.65340021033,30.0,Polygon(7 Points),89469.88251364866,89402.32948574914,89469.88251364866,1153.3075126257281
17.0,18.0,2501.983161458466,195571.6837873367,30.0,Polygon(7 Points),195449.1972365198,195568.53715680627,195568.53715680627,2476.146713324199
18.0,18.0,5271.144719183939,393578.8056990673,0.0,Polygon(7 Points),393332.30728247087,393572.4732532749,393572.4732532749,5216.712835211537
19.0,18.0,184.94440142157757,14456.487377786649,30.0,Polygon(7 Points),14447.433279353056,14456.254781616972,14456.254781616972,183.0345938302802
20.0,18.0,177.2964153279475,14479.207251782374,60.0,Polygon(7 Points),14470.138923891094,14478.974290063623,14478.974290063623,175.46558380614712
21.0,18.0,88.22961703329867,7514.222384002601,90.0,Polygon(7 Points),7509.516226321369,7514.101484692908,7514.101484692908,87.31852380153677
22.0,18.0,77.7635928043537,6895.038561986028,120.0,Polygon(7 Points),6890.72019914918,6894.927624970876,6894.927624970876,76.96057579641639
23.0,146.0,52.49173285685271,4470.545914975288,90.0,Polygon(7 Points),4469.03229763676,4465.7117606675065,4469.03229763676,55.0192213200072
24.0,146.0,501.07096957821926,42054.886476699925,79.4,Polygon(7 Points),42040.64772229463,42009.4110885726,42040.64772229463,525.1976467882145
25.0,146.0,97.03917381435303,8144.497858238648,79.4,Polygon(7 Points),8141.740330767443,8135.690933949105,8141.740330767443,101.71163134130629
26.0,146.0,54.90493392456214,4676.070205908542,90.0,Polygon(7 Points),4674.487003079526,4671.013811150655,4674.487003079526,57.5486185490158
27.0,48.0,52.72348784572339,4425.082334891564,79.4,Polygon(7 Points),4425.044208015582,4421.7031380773815,4425.044208015582,53.1239350464897
28.0,48.0,371.49500926944154,29987.696306578102,51.9,Polygon(7 Points),29987.437930102475,29964.796319605015,29987.437930102475,374.3166006064166
29.0,67.0,0.19157146904557484,15.645003305388617,60.0,Polygon(7 Points),15.429007998864462,15.644985947145802,15.644985947145802,0.19105085546443426
30.0,18.0,366.81437867533293,30786.73080222069,79.4,Polygon(7 Points),30767.449071891097,30786.235462275778,30786.235462275778,363.0265111886373
31.0,158.0,35.33314537021939,3009.206214030352,90.0,Polygon(7 Points),3008.364691547802,2984.827459443279,3008.364691547802,36.87744604433538
32.0,162.0,31.74160760331653,2703.3269142157906,90.0,Polygon(7 Points),2702.998871550018,2654.181673839496,2702.998871550018,32.65170588034386
33.0,162.0,76.22517186622643,6397.578674732383,79.4,Polygon(7 Points),6396.802342890343,6281.273635877256,6396.802342890343,78.41070696730041
34.0,162.0,113.48995807533021,9525.212181262463,79.4,Polygon(7 Points),9524.05631810009,9352.048203268649,9524.05631810009,116.74395253569492
35.0,162.0,89.43246536053861,7616.664966539204,90.0,Polygon(7 Points),7615.740701306323,7478.19749940534,7615.740701306323,91.99668118892748
36.0,162.0,0.8703209863575739,75.97031889915264,108.2,Polygon(7 Points),75.96110007112254,74.5892134308761,75.96110007112254,0.8952749092982002
37.0,18.0,579.0597028416305,45263.16677212078,30.0,Polygon(7 Points),45234.81844955383,45262.438515045375,45262.438515045375,573.0801078509149
38.0,18.0,137.75877877887422,11120.118220995353,51.9,Polygon(7 Points),11113.153690654417,11119.939304994747,11119.939304994747,136.336228220666
39.0,18.0,14.8140562063935,1243.3437374026066,79.4,Polygon(7 Points),1242.5650311864256,1243.3237327511756,1243.3237327511756,14.661080518654863
