area,hours,profit,nr_kge,agents,agent_profit,fix_costs
43.0,1998.11,261140.3,318,1.25,208912.24,40000.0
281.0,3050.53,376758.18,285,1.91,197255.59,40000.0
454.0,6585.96,836492.94,255,4.12,203032.27,40000.0
1012.0,3373.83,432208.76,261,2.11,204838.27,40000.0
1190.0,2776.58,354731.21,224,1.74,203868.51,40000.0
1358.0,3220.52,417771.45,398,2.01,207846.49,40000.0
1877.0,2604.61,330960.63,279,1.63,203043.33,40000.0
