area,hours,profit,nr_kge,agents,agent_profit,fix_costs
43.0,1600.0,259381.98,318,1.0,259381.98,40000.0
281.0,3200.0,376626.15,285,2.0,188313.07,40000.0
454.0,6400.0,836391.27,255,4.0,209097.82,40000.0
1012.0,3200.0,432031.45,261,2.0,216015.72,40000.0
1190.0,3200.0,353590.83,224,2.0,176795.42,40000.0
1358.0,3200.0,417768.9,398,2.0,208884.45,40000.0
1877.0,3200.01,328658.16,279,2.0,164329.08,40000.0
