index,area1,area2,time1,time2,distance
90.0,214.0,0.0,0.27323797207236433,0.0,200.97
91.0,214.0,0.0,53.01574352605678,0.0,183.6
92.0,214.0,0.0,54.4376437180792,0.0,174.06
93.0,214.0,0.0,30.25124642563829,0.0,173.45
94.0,214.0,0.0,41.8989687982606,0.0,181.68
95.0,214.0,0.0,13.182703713850277,0.0,197.49
96.0,108.0,0.0,0.2418391986042892,0.0,211.96
97.0,108.0,0.0,0.3703838566089761,0.0,173.83
98.0,108.0,0.0,36.372960058802626,0.0,147.09
99.0,108.0,0.0,3.3588357308115078,0.0,183.18
100.0,108.0,0.0,12.164075470921508,0.0,219.01
101.0,188.0,0.0,1.5544802826261372,0.0,251.48
102.0,188.0,0.0,6.668684429624352,0.0,270.18
103.0,188.0,0.0,2.9181201365929708,0.0,291.79
104.0,188.0,0.0,0.06098489490498672,0.0,315.63
105.0,108.0,0.0,24.939825580554427,0.0,113.18
106.0,108.0,0.0,444.79695466240787,0.0,75.18
107.0,108.0,0.0,326.29005703766904,0.0,37.45
108.0,108.0,0.0,300.6618348417687,0.0,0.0
109.0,108.0,0.0,29.448214023593795,0.0,37.18
110.0,108.0,0.0,114.23003235425139,0.0,74.09
111.0,108.0,0.0,7731.734500350269,0.0,110.72
112.0,214.0,0.0,1.3275764287888019,0.0,223.45
113.0,214.0,0.0,18.340223584256467,0.0,207.13
114.0,214.0,0.0,30.49577679169941,0.0,210.18
115.0,214.0,0.0,5.64247834740913,0.0,220.34
116.0,108.0,0.0,0.2002791624995885,0.0,228.82
117.0,214.0,0.0,16.99700322954073,0.0,106.22
118.0,214.0,0.0,283.6724107933398,0.0,69.32
119.0,214.0,0.0,2180.2737511847185,0.0,39.92
120.0,214.0,0.0,587.7629954519495,0.0,39.78
121.0,214.0,0.0,97.15876050124149,0.0,68.59
122.0,214.0,0.0,429.16382197162665,0.0,104.39
123.0,214.0,0.0,391.1987370013903,0.0,141.74
124.0,214.0,0.0,74.23434912052801,0.0,179.51
125.0,188.0,0.0,14.496211110259718,0.0,96.16
126.0,188.0,0.0,12.135258864443776,0.0,108.59
127.0,188.0,0.0,44.928758654252206,0.0,129.99
128.0,188.0,0.0,36.78399284726775,0.0,156.53
129.0,188.0,0.0,0.3233290978176529,0.0,185.87
130.0,188.0,0.0,0.7278477875115906,0.0,216.76
131.0,108.0,0.0,30.878296594688727,0.0,200.48
132.0,108.0,0.0,26.86756864218495,0.0,173.02
133.0,108.0,0.0,77.63416569814811,0.0,150.52
134.0,108.0,0.0,31.846933985073637,0.0,135.21
135.0,108.0,0.0,39.58854277934915,0.0,129.45
136.0,188.0,0.0,43.563308605636536,0.0,132.43
137.0,188.0,0.0,58.66028771595027,0.0,109.81
138.0,188.0,0.0,14.419425402835175,0.0,96.52
139.0,214.0,0.0,1.7654020334363016,0.0,139.35
140.0,214.0,0.0,69.88728089392625,0.0,106.1
141.0,214.0,0.0,3266.2309044153553,0.0,79.97
142.0,214.0,0.0,395.60291855644977,0.0,69.05
143.0,214.0,0.0,458.7806940671794,0.0,79.41
144.0,214.0,0.0,71.34923324429698,0.0,104.63
145.0,214.0,0.0,559.65260375242,0.0,136.47
146.0,214.0,0.0,24.035468167126634,0.0,171.09
147.0,188.0,0.0,12.25924442406193,0.0,130.79
148.0,188.0,0.0,7.632067782286644,0.0,144.52
149.0,188.0,0.0,4.135024109160623,0.0,164.91
150.0,188.0,0.0,7.936490669976892,0.0,189.68
151.0,188.0,0.0,0.7242866841298529,0.0,217.2
152.0,108.0,0.0,41.71696589786417,0.0,164.83
153.0,108.0,0.0,26.943434690047326,0.0,135.88
154.0,108.0,0.0,145.9628305270554,0.0,112.68
155.0,108.0,0.0,245.38230474403247,0.0,99.05
156.0,108.0,0.0,97.0775169336851,0.0,98.68
157.0,108.0,0.0,231.12971491004885,0.0,111.45
158.0,188.0,0.0,33.2561705599511,0.0,131.76
159.0,188.0,0.0,16.820426240824702,0.0,126.14
160.0,214.0,0.0,1.6503138803763946,0.0,144.87
161.0,214.0,0.0,172.47783659440063,0.0,120.17
162.0,214.0,0.0,3148.699886576971,0.0,105.65
163.0,214.0,0.0,128.1078123766704,0.0,105.28
164.0,214.0,0.0,73.32082897618082,0.0,118.91
165.0,214.0,0.0,43.58826051766352,0.0,142.35
166.0,214.0,0.0,23.9395794280029,0.0,171.44
167.0,108.0,0.0,38.56020532260564,0.0,197.17
168.0,188.0,0.0,4.459120215311143,0.0,158.42
169.0,188.0,0.0,4.087580683015265,0.0,165.91
170.0,188.0,0.0,3.469116495999318,0.0,180.31
171.0,188.0,0.0,7.074861827541476,0.0,200.0
172.0,188.0,0.0,58.23545032881591,0.0,223.45
173.0,188.0,0.0,0.1578776119970684,0.0,249.5
174.0,188.0,0.0,116.37115992795766,0.0,36.23
175.0,188.0,0.0,919.8331252904945,0.0,72.19
176.0,188.0,0.0,3870.352209936869,0.0,107.89
177.0,188.0,0.0,78.06546549122206,0.0,143.31
178.0,188.0,0.0,144.36949620558482,0.0,178.47
179.0,188.0,0.0,7.619295886539087,0.0,213.36
180.0,188.0,0.0,0.1607072595273125,0.0,247.99
181.0,235.0,0.0,48.2563191471189,0.0,114.34
182.0,235.0,0.0,75.68405698916038,0.0,100.5
183.0,235.0,0.0,67.23906487375254,0.0,100.14
184.0,235.0,0.0,79.2651021105752,0.0,113.1
185.0,188.0,0.0,173.22924661401058,0.0,110.32
186.0,188.0,0.0,284.4260054605989,0.0,73.27
187.0,188.0,0.0,4783.795269907965,0.0,36.5
188.0,188.0,0.0,1056.0306602668159,0.0,0.0
189.0,214.0,0.0,39.82174371120549,0.0,106.22
190.0,214.0,0.0,224.72636772113282,0.0,69.32
191.0,214.0,0.0,1229.3651251127983,0.0,39.92
192.0,214.0,0.0,933.5955912804804,0.0,39.78
193.0,214.0,0.0,375.3641821542724,0.0,68.59
194.0,214.0,0.0,80.31600686880006,0.0,104.39
195.0,214.0,0.0,131.2194293805077,0.0,141.74
196.0,235.0,0.0,90.53423435999738,0.0,137.86
197.0,188.0,0.0,59.06382773485181,0.0,36.33
198.0,188.0,0.0,232.58557166796058,0.0,62.66
199.0,188.0,0.0,1027.720892506489,0.0,95.34
200.0,188.0,0.0,162.5454101765599,0.0,129.43
201.0,188.0,0.0,26.11272941195852,0.0,163.88
202.0,188.0,0.0,17.689845563957,0.0,198.37
203.0,235.0,0.0,64.00927872441113,0.0,152.72
204.0,235.0,0.0,26.505168650574436,0.0,137.2
205.0,235.0,0.0,75.9509488536966,0.0,131.36
206.0,235.0,0.0,41.55038921047059,0.0,136.21
207.0,188.0,0.0,49.036656073885304,0.0,132.84
208.0,188.0,0.0,99.31853489390366,0.0,97.12
209.0,188.0,0.0,1190.3533840241496,0.0,63.36
210.0,188.0,0.0,367.3432298806815,0.0,36.47
211.0,214.0,0.0,4.402480580992873,0.0,120.63
212.0,214.0,0.0,236.3311005572933,0.0,80.14
213.0,214.0,0.0,370.73444369154095,0.0,39.93
214.0,214.0,0.0,1747.7315192454657,0.0,0.0
215.0,214.0,0.0,513.0344816802659,0.0,39.65
216.0,214.0,0.0,105.20893264319247,0.0,79.03
217.0,214.0,0.0,39.67454945991018,0.0,118.13
218.0,214.0,0.0,32.346198043514676,0.0,156.96
219.0,188.0,0.0,28.577652351478005,0.0,72.53
220.0,188.0,0.0,19.821745932750126,0.0,95.55
221.0,188.0,0.0,26.081294337698385,0.0,124.61
222.0,188.0,0.0,110.34111423229325,0.0,156.2
223.0,188.0,0.0,8.005965767810984,0.0,188.9
224.0,188.0,0.0,0.2159854286850243,0.0,222.1
225.0,235.0,0.0,41.229088093624725,0.0,174.68
226.0,235.0,0.0,50.32765267916127,0.0,165.58
227.0,235.0,0.0,139.17145362836732,0.0,164.98
228.0,188.0,0.0,19.946055287845102,0.0,160.91
229.0,188.0,0.0,40.62855736894972,0.0,127.42
230.0,188.0,0.0,61.606818994236804,0.0,96.99
231.0,188.0,0.0,369.001683641981,0.0,73.07
232.0,188.0,0.0,33.80344684013638,0.0,63.07
233.0,235.0,0.0,6789.391331248297,0.0,76.27
234.0,235.0,0.0,1340.7244797703506,0.0,38.0
235.0,235.0,0.0,1622.928772708593,0.0,0.0
236.0,235.0,0.0,156.90854383167897,0.0,37.73
237.0,235.0,0.0,170.49017234800226,0.0,75.18
238.0,235.0,0.0,765.4351167079535,0.0,112.36
239.0,188.0,0.0,689.0171434187475,0.0,109.81
240.0,188.0,0.0,62.034510185176806,0.0,96.52
241.0,214.0,0.0,20.041548865948684,0.0,160.5
242.0,214.0,0.0,177.88092229857108,0.0,144.22
243.0,214.0,0.0,90.2770780092516,0.0,138.09
244.0,214.0,0.0,237.89128249183653,0.0,143.21
245.0,214.0,0.0,658.2566722167546,0.0,158.27
246.0,235.0,0.0,1642.0074406106783,0.0,153.65
247.0,235.0,0.0,949.8588194967049,0.0,114.82
248.0,188.0,0.0,1078.7005845453555,0.0,72.53
249.0,188.0,0.0,54.434925120103784,0.0,95.55
250.0,188.0,0.0,21.43260382660805,0.0,124.61
251.0,188.0,0.0,8.996008191530953,0.0,156.2
252.0,188.0,0.0,12.170857506663692,0.0,188.9
253.0,188.0,0.0,6.911533717920779,0.0,222.1
254.0,188.0,0.0,1.4818146388408189,0.0,255.49
255.0,235.0,0.0,695.2916245275102,0.0,65.96
256.0,235.0,0.0,387.9725292948191,0.0,37.97
257.0,235.0,0.0,206.74829164883747,0.0,37.84
258.0,235.0,0.0,103.13223319885242,0.0,65.25
259.0,235.0,0.0,163.61862790190662,0.0,99.28
260.0,188.0,0.0,332.5446317235976,0.0,96.99
261.0,188.0,0.0,391.22652488654677,0.0,73.07
262.0,188.0,0.0,92.8317870578686,0.0,63.07
263.0,214.0,0.0,0.5198162992049773,0.0,144.87
264.0,214.0,0.0,240.98143656183444,0.0,120.17
265.0,214.0,0.0,184.85463213141009,0.0,105.65
266.0,214.0,0.0,1542.324059282258,0.0,105.28
267.0,214.0,0.0,1580.8707052736743,0.0,118.91
268.0,214.0,0.0,293.9300166573466,0.0,142.35
269.0,235.0,0.0,97.3503020601799,0.0,138.26
270.0,235.0,0.0,1576.044256379168,0.0,101.1
271.0,188.0,0.0,138.37878235924842,0.0,36.33
272.0,188.0,0.0,93.53652766513184,0.0,62.66
273.0,188.0,0.0,135.77856996507006,0.0,95.34
274.0,188.0,0.0,85.17274812290066,0.0,129.43
275.0,188.0,0.0,10.634414692223674,0.0,163.88
276.0,188.0,0.0,15.301820624000507,0.0,198.37
277.0,188.0,0.0,23.68343802261634,0.0,232.75
278.0,235.0,0.0,84.33366078869182,0.0,100.97
279.0,235.0,0.0,167.9100122030234,0.0,76.09
280.0,235.0,0.0,102.33414431656792,0.0,65.68
281.0,235.0,0.0,723.4373627387408,0.0,75.54
282.0,235.0,0.0,95.91320878710503,0.0,99.51
283.0,188.0,0.0,79.50181790433251,0.0,97.12
284.0,188.0,0.0,387.2706020870615,0.0,63.36
285.0,188.0,0.0,908.9793590425647,0.0,36.47
286.0,214.0,0.0,306.65469100975736,0.0,106.1
287.0,214.0,0.0,143.19354953872678,0.0,79.97
288.0,214.0,0.0,285.0203231017898,0.0,69.05
289.0,214.0,0.0,3964.3903861875337,0.0,79.41
290.0,214.0,0.0,463.0451540427776,0.0,104.63
291.0,214.0,0.0,46.86109569305321,0.0,136.47
292.0,235.0,0.0,67.94359265315131,0.0,132.64
293.0,4.0,0.0,368.57487145589937,0.0,176.35
294.0,4.0,0.0,57.25755599147084,0.0,138.26
295.0,4.0,0.0,66.31451149551387,0.0,101.1
296.0,188.0,0.0,20.534424161787936,0.0,158.42
297.0,188.0,0.0,59.76079211756447,0.0,165.91
298.0,188.0,0.0,31.40057953919644,0.0,180.31
299.0,188.0,0.0,0.8768754042063892,0.0,200.0
300.0,4.0,0.0,114.27985907940999,0.0,100.97
301.0,4.0,0.0,802.0820627281323,0.0,76.09
302.0,4.0,0.0,445.3640410342275,0.0,65.68
303.0,4.0,0.0,869.0049246992369,0.0,75.54
304.0,4.0,0.0,3437.2627224349926,0.0,99.51
305.0,4.0,0.0,397.35607470128554,0.0,129.78
306.0,4.0,0.0,180.79156511886399,0.0,162.69
307.0,188.0,0.0,31.578417674715656,0.0,159.01
308.0,214.0,0.0,45.47340303160374,0.0,223.45
309.0,214.0,0.0,86.58447632451745,0.0,211.66
310.0,214.0,0.0,5.05534876472491,0.0,207.13
311.0,4.0,0.0,16.613671780997272,0.0,204.02
312.0,4.0,0.0,102.84032917742762,0.0,167.47
313.0,4.0,0.0,67.94359265315131,0.0,132.64
314.0,188.0,0.0,115.10424665725236,0.0,130.79
315.0,188.0,0.0,58.673286308203956,0.0,144.52
316.0,188.0,0.0,33.36246413746888,0.0,164.91
317.0,235.0,0.0,393.36943362755784,0.0,65.96
318.0,235.0,0.0,696.8691646799882,0.0,37.97
319.0,235.0,0.0,879.9793864349754,0.0,37.84
320.0,235.0,0.0,374.15187430961674,0.0,65.25
321.0,235.0,0.0,480.7032912727081,0.0,99.28
322.0,235.0,0.0,125.75826438460868,0.0,134.8
323.0,188.0,0.0,262.5369433885952,0.0,131.76
324.0,188.0,0.0,81.18225403651573,0.0,126.14
325.0,214.0,0.0,10.640088390951947,0.0,200.97
326.0,214.0,0.0,53.01574352605678,0.0,183.6
327.0,214.0,0.0,89.76814821191982,0.0,174.06
328.0,214.0,0.0,126.29508426940835,0.0,173.45
329.0,214.0,0.0,58.54012255040137,0.0,181.68
330.0,235.0,0.0,104.25443139347323,0.0,176.35
331.0,235.0,0.0,145.51113254211663,0.0,138.26
332.0,235.0,0.0,1203.4346739981058,0.0,101.1
333.0,188.0,0.0,71.26507584588637,0.0,96.16
334.0,188.0,0.0,601.3185623388159,0.0,108.59
335.0,188.0,0.0,116.27826930334933,0.0,129.99
336.0,188.0,0.0,14.474229519399076,0.0,156.53
337.0,188.0,0.0,0.22925768715131595,0.0,216.76
338.0,188.0,0.0,0.996863322136364,0.0,248.5
339.0,4.0,0.0,5.139383150226501,0.0,65.96
340.0,4.0,0.0,1632.672824812906,0.0,37.97
341.0,4.0,0.0,2083.892197425398,0.0,37.84
342.0,4.0,0.0,448.8373694339761,0.0,65.25
343.0,4.0,0.0,189.15319491012073,0.0,99.28
344.0,4.0,0.0,1.8678980982467945,0.0,134.8
345.0,4.0,0.0,0.5635937504624094,0.0,138.26
