index,area,time,profit,distance,shape
356.0,409.0,5.220311499427009,291.4460757793853,104.39,Polygon(7 Points)
357.0,409.0,5.863760296678707,316.6474538408727,80.01,Polygon(7 Points)
358.0,409.0,6.41391228798869,337.0767463829577,60.72,Polygon(7 Points)
359.0,409.0,27.30533263948774,1418.7441259488241,52.78,Polygon(7 Points)
360.0,409.0,15.000669967475032,788.7727285647558,61.1,Polygon(7 Points)
361.0,363.0,20.249667945481733,1066.0387065728994,61.93,Polygon(7 Points)
362.0,363.0,73.99816189532454,3724.290489110736,31.06,Polygon(7 Points)
363.0,363.0,1209.0150694485803,58032.72333353184,0.0,Polygon(7 Points)
364.0,363.0,251.25420664808735,12649.078965939647,31.25,Polygon(7 Points)
365.0,391.0,172.9149539221372,8710.244973919813,31.64,Polygon(7 Points)
366.0,391.0,202.59298918934135,10206.73609185361,31.74,Polygon(7 Points)
367.0,391.0,10.632347565912056,554.2669366978871,55.07,Polygon(7 Points)
368.0,391.0,13.461461304912257,731.2905200240318,84.33,Polygon(7 Points)
369.0,295.0,29.258773995515558,1592.7233065263858,85.81,Polygon(7 Points)
370.0,295.0,18.093038895627416,985.2473865419429,86.06,Polygon(7 Points)
371.0,295.0,33.62506765935193,1860.6935565317278,97.82,Polygon(7 Points)
372.0,324.0,49.32895943325913,2691.844319553376,87.59,Polygon(7 Points)
373.0,324.0,123.73985847438149,6556.38733622972,66.47,Polygon(7 Points)
374.0,324.0,95.04881082519745,4974.23694132047,57.78,Polygon(7 Points)
375.0,324.0,81.24894964303542,4307.3724408507005,66.86,Polygon(7 Points)
376.0,324.0,9.094106759463976,496.9611050310482,88.62,Polygon(7 Points)
377.0,202.0,0.48326419241076873,30.64970242712387,205.63,Polygon(7 Points)
378.0,202.0,3.253066137122303,203.30606110519827,193.29,Polygon(7 Points)
379.0,409.0,1.931283427028037,116.80402166665567,166.4,Polygon(7 Points)
380.0,409.0,7.153328450758849,417.0694503251567,137.39,Polygon(7 Points)
381.0,409.0,8.267535026225717,464.0815436271279,108.44,Polygon(7 Points)
382.0,409.0,2.985780146973169,161.19405923967724,79.83,Polygon(7 Points)
383.0,409.0,15.609044304391777,810.6244978599781,52.44,Polygon(7 Points)
384.0,409.0,11.893011743963674,597.9895502453014,30.41,Polygon(7 Points)
385.0,409.0,84.77241331889823,4262.992734774092,30.5,Polygon(7 Points)
386.0,431.0,10.332697947131091,543.4663307507673,61.29,Polygon(7 Points)
387.0,363.0,33.96036639197976,1767.0003138326967,53.75,Polygon(7 Points)
388.0,363.0,23.296399014011435,1172.688309467554,31.17,Polygon(7 Points)
389.0,363.0,84.48235096068098,4253.221717940003,31.26,Polygon(7 Points)
390.0,391.0,95.47246856657189,4808.447011238251,31.53,Polygon(7 Points)
391.0,391.0,530.7001323273017,25473.60635171048,0.0,Polygon(7 Points)
392.0,391.0,37.535520862257094,1891.0020055196499,31.72,Polygon(7 Points)
393.0,295.0,0.8039924917268834,45.37713523494236,112.53,Polygon(7 Points)
394.0,295.0,25.112639252376255,1426.5988106489906,117.44,Polygon(7 Points)
395.0,324.0,42.3219171413699,2409.8734449053136,119.22,Polygon(7 Points)
396.0,324.0,33.344965159811984,1849.5451825192915,99.56,Polygon(7 Points)
397.0,324.0,41.98013339821869,2292.4616196432753,88.11,Polygon(7 Points)
398.0,324.0,56.81684755936475,3103.7765442610885,88.37,Polygon(7 Points)
399.0,324.0,69.3457256480579,3850.9241731193633,100.43,Polygon(7 Points)
400.0,324.0,0.7711384629981686,44.010992714078725,120.97,Polygon(7 Points)
401.0,409.0,0.3902541489486754,25.675405840556774,237.22,Polygon(7 Points)
402.0,409.0,12.177801830064272,774.7091301222837,208.22,Polygon(7 Points)
403.0,409.0,11.227078937629084,689.6485846714761,179.03,Polygon(7 Points)
404.0,409.0,4.154573269280478,246.05252458650162,149.66,Polygon(7 Points)
405.0,409.0,24.783477255855125,1412.8440796631605,120.1,Polygon(7 Points)
406.0,409.0,13.083036461457446,716.6396759719084,90.35,Polygon(7 Points)
407.0,409.0,6.422780132786683,337.3982745454837,60.42,Polygon(7 Points)
408.0,409.0,54.7949560851794,2754.6794297921806,30.3,Polygon(7 Points)
409.0,409.0,6509.3364387271,312448.1490589008,0.0,Polygon(7 Points)
410.0,431.0,173.72798865272122,8737.649189288615,30.6,Polygon(7 Points)
411.0,431.0,15.56268866626123,808.9757915774248,53.09,Polygon(7 Points)
412.0,363.0,10.287541519754203,541.8242367624142,62.24,Polygon(7 Points)
413.0,363.0,27.140819792058366,1412.8832263250779,54.1,Polygon(7 Points)
414.0,452.0,57.56044524822251,2997.877499529237,54.43,Polygon(7 Points)
415.0,391.0,267.7553396800466,13487.63972570299,31.64,Polygon(7 Points)
416.0,391.0,54.440229118122495,2742.7259630855697,31.74,Polygon(7 Points)
417.0,324.0,9.647999771235282,572.6063744228712,151.33,Polygon(7 Points)
418.0,324.0,45.75708612494298,2651.222766436851,132.55,Polygon(7 Points)
419.0,324.0,42.1813112066936,2403.98674296408,119.89,Polygon(7 Points)
420.0,324.0,11.581051757295159,656.2547741418266,115.55,Polygon(7 Points)
421.0,324.0,2.4528471324322734,139.92082503424967,120.59,Polygon(7 Points)
422.0,324.0,4.503959225242308,261.48861271950534,134.1,Polygon(7 Points)
423.0,409.0,2.6697200563149726,173.04391232018162,224.23,Polygon(7 Points)
424.0,409.0,3.2125749567803172,201.27665562341804,195.37,Polygon(7 Points)
425.0,409.0,23.6882804794745,1432.6672033986174,166.4,Polygon(7 Points)
426.0,409.0,4.4287068997225925,258.21243425815095,137.39,Polygon(7 Points)
427.0,409.0,5.11852484705352,287.3181552396552,108.44,Polygon(7 Points)
428.0,409.0,2.985780146973169,161.19405923967724,79.83,Polygon(7 Points)
429.0,409.0,10.761173288840393,558.8600124093482,52.44,Polygon(7 Points)
430.0,409.0,1716.2096818301154,86292.30995967957,30.41,Polygon(7 Points)
431.0,431.0,7903.09752632049,379348.6812633835,0.0,Polygon(7 Points)
432.0,431.0,23.357416199041342,1174.7437296686348,30.59,Polygon(7 Points)
433.0,431.0,6.39502731775637,336.3912269686207,61.36,Polygon(7 Points)
434.0,452.0,20.993495897820953,1092.8374224569675,54.08,Polygon(7 Points)
435.0,452.0,73.89809423822,3720.916841082853,31.36,Polygon(7 Points)
436.0,452.0,460.9555016588803,23213.142869164134,31.45,Polygon(7 Points)
437.0,452.0,15.457565092996095,805.2270739981722,54.57,Polygon(7 Points)
438.0,324.0,3.8161531067496983,230.52617687253573,165.44,Polygon(7 Points)
439.0,324.0,66.75554262620442,3965.9801651941175,152.14,Polygon(7 Points)
440.0,324.0,4.253500636891763,250.48227225560063,145.18,Polygon(7 Points)
441.0,409.0,1.7243241719791456,106.86973244988049,186.37,Polygon(7 Points)
442.0,409.0,2.0171549424393103,120.79026368567955,158.42,Polygon(7 Points)
443.0,409.0,10.724307375943557,620.0687281696802,130.92,Polygon(7 Points)
444.0,409.0,8.431942690317543,470.74903644341094,104.39,Polygon(7 Points)
445.0,409.0,5.863760296678707,316.6474538408727,80.01,Polygon(7 Points)
446.0,409.0,32.890532413657226,1728.5290404673417,60.72,Polygon(7 Points)
447.0,431.0,107.60548059235416,5411.210605288007,30.5,Polygon(7 Points)
448.0,431.0,30.198348926415836,1518.8259592540846,30.6,Polygon(7 Points)
449.0,431.0,10.729214826482952,557.7233628065301,53.09,Polygon(7 Points)
450.0,452.0,14.91722595947066,785.7387722696877,62.31,Polygon(7 Points)
451.0,452.0,54.56070758153162,2746.790622307732,31.25,Polygon(7 Points)
452.0,452.0,769.778690064759,36949.377123108425,0.0,Polygon(7 Points)
453.0,452.0,119.3184853140718,6008.640283446026,31.44,Polygon(7 Points)
454.0,324.0,0.5488983915385718,33.94497432952836,184.56,Polygon(7 Points)
455.0,324.0,0.5766497152765406,35.28966511306491,175.97,Polygon(7 Points)
456.0,409.0,0.5575552074666765,34.36742421064221,181.86,Polygon(7 Points)
457.0,409.0,0.6441706426358661,38.45022357361352,155.86,Polygon(7 Points)
458.0,409.0,2.3256320034125766,134.51281085338087,131.19,Polygon(7 Points)
459.0,409.0,5.107050662573392,286.85026809009105,108.9,Polygon(7 Points)
460.0,409.0,2.833064881452122,155.310033333646,90.94,Polygon(7 Points)
461.0,431.0,6.408301112963293,336.87317498153254,60.91,Polygon(7 Points)
462.0,431.0,27.28409921389523,1417.988741270152,52.95,Polygon(7 Points)
463.0,431.0,6.397090669918073,336.4661786930134,61.29,Polygon(7 Points)
464.0,431.0,67.14216730158724,3632.0219690957106,81.26,Polygon(7 Points)
465.0,452.0,27.143306285023957,1412.9719519732068,54.08,Polygon(7 Points)
466.0,452.0,63.922286850976185,3218.6149875203523,31.36,Polygon(7 Points)
467.0,452.0,45.732578015239724,2303.035463124953,31.45,Polygon(7 Points)
468.0,431.0,0.936450366976424,50.62029281209409,80.74,Polygon(7 Points)
469.0,431.0,18.530757759706297,1002.0368277877982,80.99,Polygon(7 Points)
470.0,431.0,8.946157004859886,491.19098689108324,92.07,Polygon(7 Points)
471.0,452.0,9.360117590315813,507.21541210162343,82.52,Polygon(7 Points)
472.0,452.0,14.89590806019106,784.9622190938582,62.62,Polygon(7 Points)
473.0,452.0,41.19778357814056,2145.673263762611,54.43,Polygon(7 Points)
474.0,452.0,26.05266421202139,1373.626720578828,63.0,Polygon(7 Points)
475.0,452.0,9.338537269109748,506.38918732042794,83.01,Polygon(7 Points)
476.0,452.0,13.529566158651438,733.9045514929676,83.26,Polygon(7 Points)
