index,area,time,profit,distance,shape
103.0,102.0,251.68520831560372,12663.604177701676,30.87,Polygon(7 Points)
104.0,102.0,47.442309463147375,2497.5885211100267,61.93,Polygon(7 Points)
105.0,43.0,23.732433401756477,1286.909000535296,83.01,Polygon(7 Points)
106.0,135.0,66.25623787458036,3598.1112540169615,84.08,Polygon(7 Points)
107.0,135.0,288.5408346222295,15045.168334080945,55.23,Polygon(7 Points)
108.0,135.0,459.75076864206824,23172.47317878969,32.03,Polygon(7 Points)
109.0,109.0,3677.1224745357013,176501.8787777137,0.0,Polygon(7 Points)
110.0,109.0,617.7307150005317,31142.8939967518,32.2,Polygon(7 Points)
111.0,111.0,3109.8105087483636,149270.90441992143,0.0,Polygon(7 Points)
112.0,111.0,929.4185893142416,46883.12661007294,32.58,Polygon(7 Points)
113.0,166.0,551.5672282918118,28837.31361316665,57.1,Polygon(7 Points)
114.0,92.0,74.9558918426911,3921.46739353407,57.56,Polygon(7 Points)
115.0,92.0,118.27822070312921,5973.464119280484,33.38,Polygon(7 Points)
116.0,92.0,157.43380990954023,7952.139172340786,33.48,Polygon(7 Points)
117.0,92.0,26.652169283482507,1395.3609967520852,58.06,Polygon(7 Points)
118.0,202.0,9.613766697359129,571.0577418231321,152.0,Polygon(7 Points)
119.0,202.0,7.505817706355207,432.30132370638125,127.94,Polygon(7 Points)
120.0,202.0,8.358191300848926,467.7661761520102,106.2,Polygon(7 Points)
121.0,202.0,5.628395323179849,307.6016541035943,88.69,Polygon(7 Points)
122.0,202.0,24.240841735371127,1306.2783590148115,78.5,Polygon(7 Points)
123.0,98.0,27.429258535324976,1423.1465071614348,51.79,Polygon(7 Points)
124.0,98.0,507.6626383542056,25511.189818235114,30.03,Polygon(7 Points)
125.0,98.0,401.1098526023869,20159.68091433282,30.13,Polygon(7 Points)
126.0,98.0,15.620472459854737,811.0305505881178,52.28,Polygon(7 Points)
127.0,180.0,108.21302175409072,5623.966006837286,52.95,Polygon(7 Points)
128.0,102.0,441.1244242270485,22192.63893954464,30.79,Polygon(7 Points)
129.0,102.0,322.30577591365824,16217.137420871624,30.88,Polygon(7 Points)
130.0,102.0,66.80298427372236,3474.9910374426267,53.58,Polygon(7 Points)
131.0,184.0,33.87957868220592,1764.1181318771328,54.27,Polygon(7 Points)
132.0,184.0,32.57513343008077,1717.05971444963,62.81,Polygon(7 Points)
133.0,135.0,175.1633770916091,9243.896899255486,63.64,Polygon(7 Points)
134.0,135.0,218.00503894435707,10985.98242878272,31.91,Polygon(7 Points)
135.0,135.0,3414.5449681389277,163898.15847066854,0.0,Polygon(7 Points)
136.0,135.0,691.5296766073768,34858.28217358634,32.1,Polygon(7 Points)
137.0,111.0,233.39748478253094,11772.160686832493,32.51,Polygon(7 Points)
138.0,111.0,479.97387316845953,24212.642012387812,32.61,Polygon(7 Points)
139.0,166.0,479.3458882960359,24191.388617580196,32.9,Polygon(7 Points)
140.0,166.0,765.2378710551536,38624.807613105586,32.99,Polygon(7 Points)
141.0,166.0,253.80375467051434,13271.9693901692,57.23,Polygon(7 Points)
142.0,92.0,153.41175577158654,8030.415061741582,57.94,Polygon(7 Points)
143.0,92.0,159.55886286470658,8461.207049136809,67.05,Polygon(7 Points)
144.0,202.0,0.648910146381089,38.66644666487335,154.49,Polygon(7 Points)
145.0,202.0,23.860744185358534,1373.806207216203,127.68,Polygon(7 Points)
146.0,202.0,12.384119395988106,688.9997706853453,101.81,Polygon(7 Points)
147.0,202.0,30.348500188653173,1634.357780659539,78.04,Polygon(7 Points)
148.0,202.0,20.503986220150832,1075.2597933640398,59.22,Polygon(7 Points)
149.0,202.0,49.7736504704088,2581.31128704587,51.48,Polygon(7 Points)
150.0,202.0,20.469112044387945,1073.9989571350022,59.59,Polygon(7 Points)
151.0,98.0,67.24771294020337,3490.8119667977217,52.13,Polygon(7 Points)
152.0,180.0,34.13959718214203,1773.3813756263673,52.6,Polygon(7 Points)
153.0,180.0,74.18527367223052,3730.591949792292,30.5,Polygon(7 Points)
154.0,180.0,159.49330850967266,8021.715951493984,30.6,Polygon(7 Points)
155.0,180.0,86.56613248729,4499.859057421187,53.09,Polygon(7 Points)
156.0,184.0,49.22331231253356,2561.7411485092616,53.91,Polygon(7 Points)
157.0,184.0,95.58882645111453,4812.371673268135,31.26,Polygon(7 Points)
158.0,184.0,95.54571642333131,4810.917913347577,31.36,Polygon(7 Points)
159.0,184.0,49.11070091286938,2557.722136567922,54.41,Polygon(7 Points)
160.0,135.0,27.000637644770823,1407.8739982330512,55.23,Polygon(7 Points)
161.0,135.0,119.00127115058034,5997.931818849336,32.03,Polygon(7 Points)
162.0,135.0,302.3003310352483,15238.65738715583,32.12,Polygon(7 Points)
163.0,135.0,95.94749069537409,5006.516077611948,55.73,Polygon(7 Points)
164.0,111.0,75.3457951038477,3935.4804063129495,56.43,Polygon(7 Points)
165.0,166.0,664.6131751209888,33535.383896842395,32.78,Polygon(7 Points)
166.0,166.0,5164.681557412069,247904.71475577928,0.0,Polygon(7 Points)
167.0,166.0,1132.8220367641284,57176.64345608665,32.97,Polygon(7 Points)
168.0,166.0,46.53064233997697,2464.251185664595,66.13,Polygon(7 Points)
169.0,92.0,56.746820911390444,3101.0577090499814,88.63,Polygon(7 Points)
170.0,247.0,125.4823192638323,6971.044764382938,100.72,Polygon(7 Points)
171.0,202.0,45.424875305033545,2636.84587414424,133.98,Polygon(7 Points)
172.0,202.0,38.57404550209901,2157.4945824892743,105.75,Polygon(7 Points)
173.0,202.0,44.057532245692045,2372.035507341936,77.86,Polygon(7 Points)
174.0,202.0,49.848780012654345,2583.9738229309532,51.15,Polygon(7 Points)
175.0,202.0,204.50219049127148,10271.020266328862,29.66,Polygon(7 Points)
176.0,202.0,508.30376381927016,25532.733436346705,29.75,Polygon(7 Points)
177.0,202.0,34.29138330670642,1778.7712077313013,51.63,Polygon(7 Points)
178.0,180.0,26.34132952166404,1384.124915712978,60.61,Polygon(7 Points)
179.0,180.0,37.759661154888036,1898.5557628677695,30.4,Polygon(7 Points)
180.0,180.0,1884.3557761924656,90449.07725723833,0.0,Polygon(7 Points)
181.0,180.0,107.56182125515193,5409.741128661923,30.59,Polygon(7 Points)
182.0,180.0,32.793690315158265,1725.0136979579547,61.36,Polygon(7 Points)
183.0,184.0,54.58532377595793,2747.620503917562,31.15,Polygon(7 Points)
184.0,184.0,506.35888540101803,24305.22649924886,0.0,Polygon(7 Points)
185.0,184.0,45.75527747396477,2303.8010984528623,31.34,Polygon(7 Points)
186.0,184.0,64.00757030489217,3374.2230761926944,62.88,Polygon(7 Points)
187.0,135.0,102.87193633139516,5431.329622488671,63.96,Polygon(7 Points)
188.0,135.0,20.84870711737249,1087.6614137829847,55.59,Polygon(7 Points)
189.0,135.0,63.577462084754,3358.511223358172,64.34,Polygon(7 Points)
190.0,135.0,35.69087075923145,1941.4941421252927,85.3,Polygon(7 Points)
191.0,166.0,65.84520844358357,3440.7249059173478,56.73,Polygon(7 Points)
192.0,166.0,171.93440595272483,8677.09963241914,32.9,Polygon(7 Points)
193.0,166.0,688.757024055248,34764.49422142061,32.99,Polygon(7 Points)
194.0,166.0,65.69422280204012,3435.2987223199816,57.23,Polygon(7 Points)
195.0,247.0,94.97896062805671,4971.72118355594,57.94,Polygon(7 Points)
196.0,247.0,213.36448039766935,11314.451689887908,67.05,Polygon(7 Points)
197.0,247.0,28.837761991547417,1576.4234687084372,88.87,Polygon(7 Points)
198.0,202.0,4.9049213409065056,278.52105342203504,117.12,Polygon(7 Points)
199.0,202.0,247.56346582390367,13519.193305177552,88.12,Polygon(7 Points)
200.0,202.0,128.12081058771003,6716.0608608051125,58.93,Polygon(7 Points)
201.0,202.0,96.32431991193359,4837.118373017568,29.56,Polygon(7 Points)
202.0,202.0,5043.163269227758,242071.83692293242,0.0,Polygon(7 Points)
203.0,202.0,830.081112835482,41695.389338282665,29.74,Polygon(7 Points)
204.0,202.0,20.461578020070302,1073.726421997694,59.67,Polygon(7 Points)
205.0,180.0,21.136212412875174,1097.920553786801,52.6,Polygon(7 Points)
206.0,180.0,159.56524179807926,8024.13709692091,30.5,Polygon(7 Points)
207.0,180.0,420.6794788584943,21158.07438918797,30.6,Polygon(7 Points)
208.0,180.0,76.50800472835779,3977.0199747883107,53.09,Polygon(7 Points)
209.0,184.0,76.22131232417439,3966.8048126150893,53.91,Polygon(7 Points)
210.0,184.0,145.31638277087214,7315.8806324081725,31.26,Polygon(7 Points)
211.0,184.0,37.59653376535055,1893.0606681529305,31.36,Polygon(7 Points)
212.0,184.0,41.20155889199431,2145.8080882642325,54.41,Polygon(7 Points)
213.0,184.0,18.327757018099266,994.2762362926306,83.33,Polygon(7 Points)
214.0,135.0,42.644772622822515,2318.137856197164,84.79,Polygon(7 Points)
215.0,135.0,93.22942871153391,5069.62987447579,85.04,Polygon(7 Points)
216.0,295.0,250.28576077858952,13624.4931023031,85.81,Polygon(7 Points)
217.0,295.0,23.393192766043377,1273.8646154785088,86.06,Polygon(7 Points)
218.0,166.0,72.19863358052373,3821.239029857984,65.69,Polygon(7 Points)
219.0,166.0,208.69070103734197,10910.871576984833,57.1,Polygon(7 Points)
220.0,247.0,193.99025565404253,10148.988205052545,57.56,Polygon(7 Points)
221.0,247.0,337.2150140594268,17030.538462550256,33.38,Polygon(7 Points)
222.0,247.0,106.16811396957586,5362.657604717244,33.48,Polygon(7 Points)
223.0,247.0,74.78389544890251,3915.273454279566,58.06,Polygon(7 Points)
224.0,247.0,0.9010090125656969,49.25658595119466,88.91,Polygon(7 Points)
225.0,202.0,59.7020042689688,3214.326058839146,77.86,Polygon(7 Points)
226.0,202.0,41.820772402114905,2167.832013429128,51.15,Polygon(7 Points)
227.0,202.0,133.0684296699475,6683.295345958278,29.66,Polygon(7 Points)
228.0,202.0,443.19760524216343,22262.369708320413,29.75,Polygon(7 Points)
229.0,202.0,120.44346158501143,6247.673350203109,51.63,Polygon(7 Points)
230.0,202.0,18.696836019819116,1008.3530860118796,79.09,Polygon(7 Points)
231.0,180.0,15.013806910452205,789.2495551203792,60.91,Polygon(7 Points)
232.0,180.0,258.83271052588054,13451.859506918168,52.95,Polygon(7 Points)
233.0,180.0,313.6051876365934,16494.613652825,61.29,Polygon(7 Points)
234.0,180.0,58.756850975534704,3178.422475096062,81.26,Polygon(7 Points)
235.0,184.0,39.710178929062174,2092.0215738855854,62.43,Polygon(7 Points)
236.0,184.0,57.60265455402393,2999.384623291665,54.27,Polygon(7 Points)
237.0,184.0,55.3848138321065,2919.3750757007074,62.81,Polygon(7 Points)
238.0,184.0,50.34633585587878,2731.0495750861073,83.27,Polygon(7 Points)
239.0,184.0,20.921629651758337,1175.758973576928,109.31,Polygon(7 Points)
240.0,295.0,35.69087075923145,1941.4941421252927,85.3,Polygon(7 Points)
241.0,295.0,32.2875366739148,1706.5496790155985,64.73,Polygon(7 Points)
242.0,295.0,33.571870966133254,1753.1063159159953,56.26,Polygon(7 Points)
243.0,295.0,54.799471038187775,2897.9741267802438,65.11,Polygon(7 Points)
244.0,295.0,49.62879223068725,2703.4416063802837,86.31,Polygon(7 Points)
245.0,247.0,81.45238115676614,4314.858439398529,66.32,Polygon(7 Points)
246.0,247.0,106.27365023008585,5366.23483154307,33.26,Polygon(7 Points)
247.0,247.0,73.56414130032319,3531.0787824155127,0.0,Polygon(7 Points)
248.0,247.0,157.45514238984748,7952.86242318321,33.45,Polygon(7 Points)
249.0,247.0,31.93681501853632,1693.6651898592634,67.09,Polygon(7 Points)
250.0,247.0,0.8506667049752963,47.27133612880097,100.93,Polygon(7 Points)
251.0,202.0,5.285878963391475,294.08384053750717,101.81,Polygon(7 Points)
252.0,202.0,30.348500188653173,1634.357780659539,78.04,Polygon(7 Points)
253.0,202.0,283.3019391287897,14856.778640822416,59.22,Polygon(7 Points)
254.0,202.0,27.468159488677017,1424.5262192422788,51.48,Polygon(7 Points)
255.0,202.0,15.105331470505453,792.5654132588179,59.59,Polygon(7 Points)
256.0,202.0,9.515361461405751,513.1301398484973,79.02,Polygon(7 Points)
257.0,180.0,8.982443624890152,492.61068205441336,91.22,Polygon(7 Points)
258.0,180.0,76.15495344636406,4116.5940860199335,80.74,Polygon(7 Points)
259.0,180.0,137.8344426037583,7453.294107966275,80.99,Polygon(7 Points)
260.0,180.0,22.735260266272363,1248.2851487347502,92.07,Polygon(7 Points)
261.0,184.0,28.20923059945935,1551.8602983527567,93.5,Polygon(7 Points)
262.0,184.0,43.05501341207855,2333.8831120285413,82.76,Polygon(7 Points)
263.0,184.0,29.648007769658104,1607.6854573155374,83.01,Polygon(7 Points)
264.0,184.0,118.77178354219578,6541.5935221535165,94.36,Polygon(7 Points)
265.0,184.0,50.28442945126899,2842.37765916243,113.68,Polygon(7 Points)
266.0,295.0,57.70576816999864,3138.1406581788233,85.09,Polygon(7 Points)
267.0,295.0,129.91632047852337,6780.65755657533,55.9,Polygon(7 Points)
268.0,295.0,144.5642732615048,7290.484723782633,32.41,Polygon(7 Points)
269.0,295.0,524.2258675231724,26441.03536260064,32.51,Polygon(7 Points)
270.0,295.0,48.66684081167053,2541.8325954629427,56.39,Polygon(7 Points)
271.0,295.0,35.51245429060589,1934.6119723893364,86.36,Polygon(7 Points)
272.0,247.0,141.08782017420015,7381.291488053629,57.56,Polygon(7 Points)
273.0,247.0,712.6362468872977,35990.62469467263,33.38,Polygon(7 Points)
274.0,247.0,143.86754932375402,7266.893783892138,33.48,Polygon(7 Points)
275.0,247.0,26.652169283482507,1395.3609967520852,58.06,Polygon(7 Points)
276.0,247.0,0.9010090125656969,49.25658595119466,88.91,Polygon(7 Points)
277.0,202.0,2.364184431227645,136.16638440877182,127.94,Polygon(7 Points)
278.0,202.0,2.6326652897469436,147.3371129406877,106.2,Polygon(7 Points)
279.0,202.0,2.8635130174064605,156.49599754904352,88.69,Polygon(7 Points)
280.0,202.0,18.748637553120087,1010.3172061437585,78.5,Polygon(7 Points)
281.0,202.0,13.819486816520014,744.9567112030318,78.75,Polygon(7 Points)
282.0,202.0,5.605997283284546,306.7307398555931,89.53,Polygon(7 Points)
283.0,202.0,8.290135639563863,465.00199815877664,107.88,Polygon(7 Points)
284.0,180.0,5.083409393342206,285.8845900198239,109.85,Polygon(7 Points)
285.0,180.0,8.370791011443204,468.2766980644029,105.89,Polygon(7 Points)
286.0,180.0,25.97990166516813,1462.4216546831465,110.54,Polygon(7 Points)
287.0,363.0,40.97406476700228,2253.194552086031,93.21,Polygon(7 Points)
288.0,363.0,23.789516932267293,1289.094448767234,82.5,Polygon(7 Points)
289.0,363.0,23.760402622934006,1287.9801449813833,82.76,Polygon(7 Points)
290.0,363.0,213.63153152572968,11761.53737603193,94.07,Polygon(7 Points)
291.0,363.0,43.57123908427998,2461.7641154520484,113.33,Polygon(7 Points)
292.0,295.0,47.32156164552035,2613.2504291409814,96.31,Polygon(7 Points)
293.0,295.0,92.19332044370297,4870.57311904083,64.4,Polygon(7 Points)
294.0,295.0,54.302825344291335,2738.0842109225296,32.3,Polygon(7 Points)
295.0,295.0,979.5289302890869,47017.38865387617,0.0,Polygon(7 Points)
296.0,295.0,616.9226785821828,31115.57490897991,32.49,Polygon(7 Points)
297.0,295.0,32.221916232881135,1704.1446502455592,65.17,Polygon(7 Points)
298.0,324.0,141.19154690457847,7385.023860843976,57.4,Polygon(7 Points)
299.0,324.0,118.33164786478294,5975.274890580078,33.28,Polygon(7 Points)
300.0,324.0,544.6758633418344,27508.037464284334,33.38,Polygon(7 Points)
301.0,324.0,94.99641924840752,4972.350074509768,57.9,Polygon(7 Points)
302.0,324.0,23.106866158920916,1262.7786821519485,88.66,Polygon(7 Points)
303.0,202.0,2.483729393393364,141.21305559372803,118.07,Polygon(7 Points)
304.0,202.0,26.458298664920903,1481.9293082222202,106.8,Polygon(7 Points)
305.0,202.0,52.98303290586331,2952.3205595805152,102.96,Polygon(7 Points)
306.0,202.0,8.30630476886155,465.65975164714723,107.48,Polygon(7 Points)
307.0,202.0,7.827281856155852,445.8967654996304,119.56,Polygon(7 Points)
308.0,409.0,5.0918619171971535,286.2301069168829,109.51,Polygon(7 Points)
309.0,409.0,8.384217990439756,468.82031737141983,105.56,Polygon(7 Points)
310.0,363.0,92.84051284886468,5201.389732357643,107.0,Polygon(7 Points)
311.0,363.0,185.88434473506226,10065.776680662173,82.01,Polygon(7 Points)
312.0,363.0,55.53065004618913,2924.688276632689,62.24,Polygon(7 Points)
313.0,363.0,41.26011275632761,2147.8983198125243,54.1,Polygon(7 Points)
314.0,363.0,39.67538578145255,2090.7539668323134,62.62,Polygon(7 Points)
315.0,363.0,114.53702940808536,6210.942225197539,83.02,Polygon(7 Points)
316.0,391.0,23.619689589350656,1282.5845742361246,84.02,Polygon(7 Points)
317.0,295.0,29.358495422968073,1596.566358467994,85.09,Polygon(7 Points)
318.0,295.0,118.11119739131651,6164.5186698462885,55.9,Polygon(7 Points)
319.0,295.0,29.952761527905114,1510.5402284234005,32.41,Polygon(7 Points)
320.0,295.0,73.51560101750727,3707.9982630212853,32.51,Polygon(7 Points)
321.0,295.0,40.82918122766823,2132.4775136351905,56.39,Polygon(7 Points)
322.0,324.0,135.62144982842622,7182.478077550995,66.13,Polygon(7 Points)
323.0,324.0,118.39578830202097,5977.448164004134,33.16,Polygon(7 Points)
324.0,324.0,6442.505846782184,309240.2806455448,0.0,Polygon(7 Points)
325.0,324.0,687.6382680989053,34726.59208682984,33.35,Polygon(7 Points)
326.0,324.0,25.587074108026634,1356.5627015223022,66.9,Polygon(7 Points)
327.0,202.0,4.20541907542201,248.33525317751395,147.35,Polygon(7 Points)
328.0,202.0,58.271134740789435,3389.282281063276,135.52,Polygon(7 Points)
329.0,202.0,7.452940250661519,430.0383789332949,129.34,Polygon(7 Points)
330.0,202.0,7.43749864477771,429.3760936363232,129.75,Polygon(7 Points)
331.0,409.0,5.107050662573392,286.85026809009105,108.9,Polygon(7 Points)
332.0,409.0,5.568547805475823,305.2705749700873,90.94,Polygon(7 Points)
333.0,409.0,13.707080471034283,740.6860806431619,80.49,Polygon(7 Points)
334.0,409.0,13.690987419975064,740.0731704804618,80.74,Polygon(7 Points)
335.0,363.0,13.621629843244788,737.4273640088215,81.82,Polygon(7 Points)
336.0,363.0,49.259392947003754,2563.0277892737886,53.75,Polygon(7 Points)
337.0,363.0,321.88448355965164,16202.94066230485,31.17,Polygon(7 Points)
338.0,363.0,159.0192638258427,8005.745327680136,31.26,Polygon(7 Points)
339.0,363.0,107.57574119008328,5601.253692285256,54.24,Polygon(7 Points)
340.0,391.0,57.428705448402184,2993.1697707943576,54.93,Polygon(7 Points)
341.0,391.0,82.4908735613702,4352.919661523162,63.58,Polygon(7 Points)
342.0,391.0,50.10708648006559,2721.867044683643,84.28,Polygon(7 Points)
343.0,295.0,32.2875366739148,1706.5496790155985,64.73,Polygon(7 Points)
344.0,295.0,57.07948449223532,2980.662140442282,56.26,Polygon(7 Points)
345.0,295.0,54.799471038187775,2897.9741267802438,65.11,Polygon(7 Points)
346.0,295.0,279.05001750890824,15200.761366267134,86.31,Polygon(7 Points)
347.0,324.0,56.781540395706834,2969.9584703974447,57.4,Polygon(7 Points)
348.0,324.0,171.639642310055,8667.115378088536,33.28,Polygon(7 Points)
349.0,324.0,201.0987076414064,10156.188581367769,33.38,Polygon(7 Points)
350.0,324.0,207.92523767704586,10883.326753110772,57.9,Polygon(7 Points)
351.0,324.0,0.9020784655417933,49.29813710262622,88.66,Polygon(7 Points)
352.0,202.0,0.574789028057353,35.200367472746315,176.54,Polygon(7 Points)
353.0,202.0,69.13125646377617,4170.636854017268,164.39,Polygon(7 Points)
354.0,202.0,9.3724596040687,560.0700685603333,156.76,Polygon(7 Points)
355.0,409.0,2.3288199093631907,134.6500383394703,130.92,Polygon(7 Points)
